X1,category,sample,counts,lab,lib_method_simple,lane,replicate
686,iso_snp_central_supp_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,280,Lab5,TrueSeq,NA,1
687,iso_snp_central_supp_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,276,Lab5,TrueSeq,NA,2
688,iso_snp_central_supp_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,277,Lab5,TrueSeq,NA,3
689,iso_snp_central_supp_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,317,Lab5,TrueSeq,NA,4
690,iso_snp_central_supp_count,TruSeq_Plasma_1_S123_L008_R1_001,26,Lab1,TrueSeq,NA,1
691,iso_snp_central_supp_count,TruSeq_Plasma_2_S124_L008_R1_001,343,Lab1,TrueSeq,NA,2
692,iso_snp_central_supp_count,TruSeq_Plasma_3_S125_L008_R1_001,501,Lab1,TrueSeq,NA,3
693,iso_snp_central_supp_count,TruSeq_Plasma_4_S126_L008_R1_001,212,Lab1,TrueSeq,NA,4
737,iso_snp_seed_count,DE-PlasmaMP-NEB-1_S1_R1_001,1363,Lab1,NEBNext,NA,1
738,iso_snp_seed_count,DE-PlasmaMP-NEB-2_S2_R1_001,1219,Lab1,NEBNext,NA,2
739,iso_snp_seed_count,DE-PlasmaMP-NEB-3_S3_R1_001,1105,Lab1,NEBNext,NA,3
740,iso_snp_seed_count,DE-PlasmaMP-NEB-4_S4_R1_001,1015,Lab1,NEBNext,NA,4
741,iso_snp_seed_count,DG-PlasmaMP-NEB-1_S18_R1_001,991,Lab2,NEBNext,NA,1
742,iso_snp_seed_count,DG-PlasmaMP-NEB-2_S19_R1_001,965,Lab2,NEBNext,NA,2
743,iso_snp_seed_count,DG-PlasmaMP-NEB-3_S20_R1_001,1006,Lab2,NEBNext,NA,3
744,iso_snp_seed_count,DG-PlasmaMP-NEB-4_S21_R1_001,956,Lab2,NEBNext,NA,4
753,iso_snp_seed_count,NEB-Plasma-1_S85553_AGTCAA,944,Lab5,NEBNext,NA,1
754,iso_snp_seed_count,NEB-Plasma-3_S85555_ATGTCA,867,Lab5,NEBNext,NA,3
755,iso_snp_seed_count,NEB-Plasma-4_S85556_CCGTCC,1040,Lab5,NEBNext,NA,4
756,iso_snp_seed_count,PT_37_S5_L001_R1_001,392,Lab4,TrueSeq,NA,1
757,iso_snp_seed_count,PT_38_S6_L001_R1_001,391,Lab4,TrueSeq,NA,2
758,iso_snp_seed_count,PT_39_S7_L001_R1_001,440,Lab4,TrueSeq,NA,3
759,iso_snp_seed_count,PT_40_S8_L001_R1_001,372,Lab4,TrueSeq,NA,4
764,iso_snp_seed_count,Plas_N13_S13_L008_R1_001,380,Lab4,NEBNext,NA,1
765,iso_snp_seed_count,Plas_N14_S14_L008_R1_001,365,Lab4,NEBNext,NA,2
766,iso_snp_seed_count,Plas_N15_S15_L008_R1_001,440,Lab4,NEBNext,NA,3
767,iso_snp_seed_count,Plas_N16_S16_L008_R1_001,311,Lab4,NEBNext,NA,4
784,iso_snp_seed_count,PlasmaMP-TruSeq-1,561,Lab2,TrueSeq,NA,1
785,iso_snp_seed_count,PlasmaMP-TruSeq-2,639,Lab2,TrueSeq,NA,2
786,iso_snp_seed_count,PlasmaMP-TruSeq-3,466,Lab2,TrueSeq,NA,3
787,iso_snp_seed_count,PlasmaMP-TruSeq-4,560,Lab2,TrueSeq,NA,4
788,iso_snp_seed_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,433,Lab5,TrueSeq,NA,1
789,iso_snp_seed_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,441,Lab5,TrueSeq,NA,2
790,iso_snp_seed_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,454,Lab5,TrueSeq,NA,3
791,iso_snp_seed_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,471,Lab5,TrueSeq,NA,4
792,iso_snp_seed_count,TruSeq_Plasma_1_S123_L008_R1_001,21,Lab1,TrueSeq,NA,1
793,iso_snp_seed_count,TruSeq_Plasma_2_S124_L008_R1_001,297,Lab1,TrueSeq,NA,2
794,iso_snp_seed_count,TruSeq_Plasma_3_S125_L008_R1_001,488,Lab1,TrueSeq,NA,3
795,iso_snp_seed_count,TruSeq_Plasma_4_S126_L008_R1_001,178,Lab1,TrueSeq,NA,4
839,isomiR_count,DE-PlasmaMP-NEB-1_S1_R1_001,30639,Lab1,NEBNext,NA,1
840,isomiR_count,DE-PlasmaMP-NEB-2_S2_R1_001,29115,Lab1,NEBNext,NA,2
841,isomiR_count,DE-PlasmaMP-NEB-3_S3_R1_001,24678,Lab1,NEBNext,NA,3
842,isomiR_count,DE-PlasmaMP-NEB-4_S4_R1_001,24566,Lab1,NEBNext,NA,4
843,isomiR_count,DG-PlasmaMP-NEB-1_S18_R1_001,22248,Lab2,NEBNext,NA,1
844,isomiR_count,DG-PlasmaMP-NEB-2_S19_R1_001,21280,Lab2,NEBNext,NA,2
845,isomiR_count,DG-PlasmaMP-NEB-3_S20_R1_001,21303,Lab2,NEBNext,NA,3
846,isomiR_count,DG-PlasmaMP-NEB-4_S21_R1_001,23023,Lab2,NEBNext,NA,4
855,isomiR_count,NEB-Plasma-1_S85553_AGTCAA,22050,Lab5,NEBNext,NA,1
856,isomiR_count,NEB-Plasma-3_S85555_ATGTCA,21157,Lab5,NEBNext,NA,3
857,isomiR_count,NEB-Plasma-4_S85556_CCGTCC,25551,Lab5,NEBNext,NA,4
858,isomiR_count,PT_37_S5_L001_R1_001,7311,Lab4,TrueSeq,NA,1
859,isomiR_count,PT_38_S6_L001_R1_001,7156,Lab4,TrueSeq,NA,2
860,isomiR_count,PT_39_S7_L001_R1_001,7305,Lab4,TrueSeq,NA,3
861,isomiR_count,PT_40_S8_L001_R1_001,6941,Lab4,TrueSeq,NA,4
866,isomiR_count,Plas_N13_S13_L008_R1_001,8707,Lab4,NEBNext,NA,1
867,isomiR_count,Plas_N14_S14_L008_R1_001,8733,Lab4,NEBNext,NA,2
868,isomiR_count,Plas_N15_S15_L008_R1_001,9127,Lab4,NEBNext,NA,3
869,isomiR_count,Plas_N16_S16_L008_R1_001,6974,Lab4,NEBNext,NA,4
886,isomiR_count,PlasmaMP-TruSeq-1,12115,Lab2,TrueSeq,NA,1
887,isomiR_count,PlasmaMP-TruSeq-2,12168,Lab2,TrueSeq,NA,2
888,isomiR_count,PlasmaMP-TruSeq-3,10741,Lab2,TrueSeq,NA,3
889,isomiR_count,PlasmaMP-TruSeq-4,13069,Lab2,TrueSeq,NA,4
890,isomiR_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,8083,Lab5,TrueSeq,NA,1
891,isomiR_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,8965,Lab5,TrueSeq,NA,2
892,isomiR_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,8761,Lab5,TrueSeq,NA,3
893,isomiR_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,8751,Lab5,TrueSeq,NA,4
894,isomiR_count,TruSeq_Plasma_1_S123_L008_R1_001,1021,Lab1,TrueSeq,NA,1
895,isomiR_count,TruSeq_Plasma_2_S124_L008_R1_001,4728,Lab1,TrueSeq,NA,2
896,isomiR_count,TruSeq_Plasma_3_S125_L008_R1_001,6630,Lab1,TrueSeq,NA,3
897,isomiR_count,TruSeq_Plasma_4_S126_L008_R1_001,3341,Lab1,TrueSeq,NA,4
941,ref_miRNA_count,DE-PlasmaMP-NEB-1_S1_R1_001,418,Lab1,NEBNext,NA,1
942,ref_miRNA_count,DE-PlasmaMP-NEB-2_S2_R1_001,374,Lab1,NEBNext,NA,2
943,ref_miRNA_count,DE-PlasmaMP-NEB-3_S3_R1_001,361,Lab1,NEBNext,NA,3
944,ref_miRNA_count,DE-PlasmaMP-NEB-4_S4_R1_001,339,Lab1,NEBNext,NA,4
945,ref_miRNA_count,DG-PlasmaMP-NEB-1_S18_R1_001,229,Lab2,NEBNext,NA,1
946,ref_miRNA_count,DG-PlasmaMP-NEB-2_S19_R1_001,238,Lab2,NEBNext,NA,2
947,ref_miRNA_count,DG-PlasmaMP-NEB-3_S20_R1_001,226,Lab2,NEBNext,NA,3
948,ref_miRNA_count,DG-PlasmaMP-NEB-4_S21_R1_001,219,Lab2,NEBNext,NA,4
957,ref_miRNA_count,NEB-Plasma-1_S85553_AGTCAA,363,Lab5,NEBNext,NA,1
958,ref_miRNA_count,NEB-Plasma-3_S85555_ATGTCA,356,Lab5,NEBNext,NA,3
959,ref_miRNA_count,NEB-Plasma-4_S85556_CCGTCC,328,Lab5,NEBNext,NA,4
960,ref_miRNA_count,PT_37_S5_L001_R1_001,565,Lab4,TrueSeq,NA,1
961,ref_miRNA_count,PT_38_S6_L001_R1_001,572,Lab4,TrueSeq,NA,2
962,ref_miRNA_count,PT_39_S7_L001_R1_001,569,Lab4,TrueSeq,NA,3
963,ref_miRNA_count,PT_40_S8_L001_R1_001,558,Lab4,TrueSeq,NA,4
968,ref_miRNA_count,Plas_N13_S13_L008_R1_001,337,Lab4,NEBNext,NA,1
969,ref_miRNA_count,Plas_N14_S14_L008_R1_001,356,Lab4,NEBNext,NA,2
970,ref_miRNA_count,Plas_N15_S15_L008_R1_001,346,Lab4,NEBNext,NA,3
971,ref_miRNA_count,Plas_N16_S16_L008_R1_001,306,Lab4,NEBNext,NA,4
988,ref_miRNA_count,PlasmaMP-TruSeq-1,535,Lab2,TrueSeq,NA,1
989,ref_miRNA_count,PlasmaMP-TruSeq-2,544,Lab2,TrueSeq,NA,2
990,ref_miRNA_count,PlasmaMP-TruSeq-3,516,Lab2,TrueSeq,NA,3
991,ref_miRNA_count,PlasmaMP-TruSeq-4,530,Lab2,TrueSeq,NA,4
992,ref_miRNA_count,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,349,Lab5,TrueSeq,NA,1
993,ref_miRNA_count,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,354,Lab5,TrueSeq,NA,2
994,ref_miRNA_count,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,352,Lab5,TrueSeq,NA,3
995,ref_miRNA_count,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,353,Lab5,TrueSeq,NA,4
996,ref_miRNA_count,TruSeq_Plasma_1_S123_L008_R1_001,314,Lab1,TrueSeq,NA,1
997,ref_miRNA_count,TruSeq_Plasma_2_S124_L008_R1_001,502,Lab1,TrueSeq,NA,2
998,ref_miRNA_count,TruSeq_Plasma_3_S125_L008_R1_001,512,Lab1,TrueSeq,NA,3
999,ref_miRNA_count,TruSeq_Plasma_4_S126_L008_R1_001,481,Lab1,TrueSeq,NA,4
23,iso_3p_mean,DE-PlasmaMP-NEB-1_S1_R1_001,68.9150629603,Lab1,NEBNext,NA,1
24,iso_3p_mean,DE-PlasmaMP-NEB-2_S2_R1_001,68.3991571343,Lab1,NEBNext,NA,2
25,iso_3p_mean,DE-PlasmaMP-NEB-3_S3_R1_001,60.5075910251,Lab1,NEBNext,NA,3
26,iso_3p_mean,DE-PlasmaMP-NEB-4_S4_R1_001,59.818786480200004,Lab1,NEBNext,NA,4
27,iso_3p_mean,DG-PlasmaMP-NEB-1_S18_R1_001,95.4841615373,Lab2,NEBNext,NA,1
28,iso_3p_mean,DG-PlasmaMP-NEB-2_S19_R1_001,88.7172244397,Lab2,NEBNext,NA,2
29,iso_3p_mean,DG-PlasmaMP-NEB-3_S20_R1_001,91.2638065523,Lab2,NEBNext,NA,3
30,iso_3p_mean,DG-PlasmaMP-NEB-4_S21_R1_001,80.3788309164,Lab2,NEBNext,NA,4
39,iso_3p_mean,NEB-Plasma-1_S85553_AGTCAA,71.9284481406,Lab5,NEBNext,NA,1
40,iso_3p_mean,NEB-Plasma-3_S85555_ATGTCA,57.9262334345,Lab5,NEBNext,NA,3
41,iso_3p_mean,NEB-Plasma-4_S85556_CCGTCC,69.0855119124,Lab5,NEBNext,NA,4
42,iso_3p_mean,PT_37_S5_L001_R1_001,72.5755076142,Lab4,TrueSeq,NA,1
43,iso_3p_mean,PT_38_S6_L001_R1_001,61.7257412399,Lab4,TrueSeq,NA,2
44,iso_3p_mean,PT_39_S7_L001_R1_001,65.4,Lab4,TrueSeq,NA,3
45,iso_3p_mean,PT_40_S8_L001_R1_001,66.4046008119,Lab4,TrueSeq,NA,4
50,iso_3p_mean,Plas_N13_S13_L008_R1_001,23.0380952381,Lab4,NEBNext,NA,1
51,iso_3p_mean,Plas_N14_S14_L008_R1_001,23.9046052632,Lab4,NEBNext,NA,2
52,iso_3p_mean,Plas_N15_S15_L008_R1_001,23.8745003997,Lab4,NEBNext,NA,3
53,iso_3p_mean,Plas_N16_S16_L008_R1_001,21.0636722606,Lab4,NEBNext,NA,4
70,iso_3p_mean,PlasmaMP-TruSeq-1,100.41019072,Lab2,TrueSeq,NA,1
71,iso_3p_mean,PlasmaMP-TruSeq-2,98.6890852095,Lab2,TrueSeq,NA,2
72,iso_3p_mean,PlasmaMP-TruSeq-3,93.919395466,Lab2,TrueSeq,NA,3
73,iso_3p_mean,PlasmaMP-TruSeq-4,102.398594991,Lab2,TrueSeq,NA,4
74,iso_3p_mean,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,148.824929407,Lab5,TrueSeq,NA,1
75,iso_3p_mean,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,162.720577617,Lab5,TrueSeq,NA,2
76,iso_3p_mean,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,156.781103498,Lab5,TrueSeq,NA,3
77,iso_3p_mean,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,174.146216018,Lab5,TrueSeq,NA,4
78,iso_3p_mean,TruSeq_Plasma_1_S123_L008_R1_001,3.50520833333,Lab1,TrueSeq,NA,1
79,iso_3p_mean,TruSeq_Plasma_2_S124_L008_R1_001,4.35467980296,Lab1,TrueSeq,NA,2
80,iso_3p_mean,TruSeq_Plasma_3_S125_L008_R1_001,5.94709677419,Lab1,TrueSeq,NA,3
81,iso_3p_mean,TruSeq_Plasma_4_S126_L008_R1_001,3.55531914894,Lab1,TrueSeq,NA,4
125,iso_5p_mean,DE-PlasmaMP-NEB-1_S1_R1_001,32.4889779559,Lab1,NEBNext,NA,1
126,iso_5p_mean,DE-PlasmaMP-NEB-2_S2_R1_001,35.921322691,Lab1,NEBNext,NA,2
127,iso_5p_mean,DE-PlasmaMP-NEB-3_S3_R1_001,31.0687022901,Lab1,NEBNext,NA,3
128,iso_5p_mean,DE-PlasmaMP-NEB-4_S4_R1_001,29.7897648686,Lab1,NEBNext,NA,4
129,iso_5p_mean,DG-PlasmaMP-NEB-1_S18_R1_001,50.8224543081,Lab2,NEBNext,NA,1
130,iso_5p_mean,DG-PlasmaMP-NEB-2_S19_R1_001,47.1133333333,Lab2,NEBNext,NA,2
131,iso_5p_mean,DG-PlasmaMP-NEB-3_S20_R1_001,51.2136627907,Lab2,NEBNext,NA,3
132,iso_5p_mean,DG-PlasmaMP-NEB-4_S21_R1_001,45.3086592179,Lab2,NEBNext,NA,4
141,iso_5p_mean,NEB-Plasma-1_S85553_AGTCAA,46.388185654,Lab5,NEBNext,NA,1
142,iso_5p_mean,NEB-Plasma-3_S85555_ATGTCA,31.203313253,Lab5,NEBNext,NA,3
143,iso_5p_mean,NEB-Plasma-4_S85556_CCGTCC,32.5160183066,Lab5,NEBNext,NA,4
144,iso_5p_mean,PT_37_S5_L001_R1_001,6.93333333333,Lab4,TrueSeq,NA,1
145,iso_5p_mean,PT_38_S6_L001_R1_001,6.11251980983,Lab4,TrueSeq,NA,2
146,iso_5p_mean,PT_39_S7_L001_R1_001,6.25613496933,Lab4,TrueSeq,NA,3
147,iso_5p_mean,PT_40_S8_L001_R1_001,6.59344262295,Lab4,TrueSeq,NA,4
152,iso_5p_mean,Plas_N13_S13_L008_R1_001,8.86013986014,Lab4,NEBNext,NA,1
153,iso_5p_mean,Plas_N14_S14_L008_R1_001,9.14598540146,Lab4,NEBNext,NA,2
154,iso_5p_mean,Plas_N15_S15_L008_R1_001,8.65944272446,Lab4,NEBNext,NA,3
155,iso_5p_mean,Plas_N16_S16_L008_R1_001,9.35242290749,Lab4,NEBNext,NA,4
172,iso_5p_mean,PlasmaMP-TruSeq-1,23.4736842105,Lab2,TrueSeq,NA,1
173,iso_5p_mean,PlasmaMP-TruSeq-2,21.8183520599,Lab2,TrueSeq,NA,2
174,iso_5p_mean,PlasmaMP-TruSeq-3,20.7300215983,Lab2,TrueSeq,NA,3
175,iso_5p_mean,PlasmaMP-TruSeq-4,21.05078125,Lab2,TrueSeq,NA,4
176,iso_5p_mean,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,31.4501510574,Lab5,TrueSeq,NA,1
177,iso_5p_mean,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,38.0583333333,Lab5,TrueSeq,NA,2
178,iso_5p_mean,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,34.9054054054,Lab5,TrueSeq,NA,3
179,iso_5p_mean,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,39.9523809524,Lab5,TrueSeq,NA,4
180,iso_5p_mean,TruSeq_Plasma_1_S123_L008_R1_001,3.24,Lab1,TrueSeq,NA,1
181,iso_5p_mean,TruSeq_Plasma_2_S124_L008_R1_001,9.33038501561,Lab1,TrueSeq,NA,2
182,iso_5p_mean,TruSeq_Plasma_3_S125_L008_R1_001,17.9122079879,Lab1,TrueSeq,NA,3
183,iso_5p_mean,TruSeq_Plasma_4_S126_L008_R1_001,7.7564469914,Lab1,TrueSeq,NA,4
227,iso_add_mean,DE-PlasmaMP-NEB-1_S1_R1_001,26.4782792581,Lab1,NEBNext,NA,1
228,iso_add_mean,DE-PlasmaMP-NEB-2_S2_R1_001,28.6580702534,Lab1,NEBNext,NA,2
229,iso_add_mean,DE-PlasmaMP-NEB-3_S3_R1_001,23.4199100024,Lab1,NEBNext,NA,3
230,iso_add_mean,DE-PlasmaMP-NEB-4_S4_R1_001,22.3164153583,Lab1,NEBNext,NA,4
231,iso_add_mean,DG-PlasmaMP-NEB-1_S18_R1_001,37.6513632366,Lab2,NEBNext,NA,1
232,iso_add_mean,DG-PlasmaMP-NEB-2_S19_R1_001,35.7041728763,Lab2,NEBNext,NA,2
233,iso_add_mean,DG-PlasmaMP-NEB-3_S20_R1_001,37.3799110452,Lab2,NEBNext,NA,3
234,iso_add_mean,DG-PlasmaMP-NEB-4_S21_R1_001,34.3129301271,Lab2,NEBNext,NA,4
243,iso_add_mean,NEB-Plasma-1_S85553_AGTCAA,30.4864607665,Lab5,NEBNext,NA,1
244,iso_add_mean,NEB-Plasma-3_S85555_ATGTCA,24.5711319733,Lab5,NEBNext,NA,3
245,iso_add_mean,NEB-Plasma-4_S85556_CCGTCC,27.3062281102,Lab5,NEBNext,NA,4
246,iso_add_mean,PT_37_S5_L001_R1_001,36.8392355256,Lab4,TrueSeq,NA,1
247,iso_add_mean,PT_38_S6_L001_R1_001,31.6347045191,Lab4,TrueSeq,NA,2
248,iso_add_mean,PT_39_S7_L001_R1_001,32.9684452094,Lab4,TrueSeq,NA,3
249,iso_add_mean,PT_40_S8_L001_R1_001,35.3371920451,Lab4,TrueSeq,NA,4
254,iso_add_mean,Plas_N13_S13_L008_R1_001,11.6172867008,Lab4,NEBNext,NA,1
255,iso_add_mean,Plas_N14_S14_L008_R1_001,11.4339944551,Lab4,NEBNext,NA,2
256,iso_add_mean,Plas_N15_S15_L008_R1_001,11.2394664408,Lab4,NEBNext,NA,3
257,iso_add_mean,Plas_N16_S16_L008_R1_001,10.6929775281,Lab4,NEBNext,NA,4
274,iso_add_mean,PlasmaMP-TruSeq-1,52.2322386059,Lab2,TrueSeq,NA,1
275,iso_add_mean,PlasmaMP-TruSeq-2,55.9137391304,Lab2,TrueSeq,NA,2
276,iso_add_mean,PlasmaMP-TruSeq-3,51.4104197901,Lab2,TrueSeq,NA,3
277,iso_add_mean,PlasmaMP-TruSeq-4,41.4162995595,Lab2,TrueSeq,NA,4
278,iso_add_mean,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,86.9458128079,Lab5,TrueSeq,NA,1
279,iso_add_mean,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,95.067062445,Lab5,TrueSeq,NA,2
280,iso_add_mean,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,95.5937931034,Lab5,TrueSeq,NA,3
281,iso_add_mean,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,105.596966912,Lab5,TrueSeq,NA,4
282,iso_add_mean,TruSeq_Plasma_1_S123_L008_R1_001,2.6884272997,Lab1,TrueSeq,NA,1
283,iso_add_mean,TruSeq_Plasma_2_S124_L008_R1_001,2.0701381509,Lab1,TrueSeq,NA,2
284,iso_add_mean,TruSeq_Plasma_3_S125_L008_R1_001,2.21467181467,Lab1,TrueSeq,NA,3
285,iso_add_mean,TruSeq_Plasma_4_S126_L008_R1_001,1.81661891117,Lab1,TrueSeq,NA,4
329,iso_snp_mean,DE-PlasmaMP-NEB-1_S1_R1_001,12.8444714459,Lab1,NEBNext,NA,1
330,iso_snp_mean,DE-PlasmaMP-NEB-2_S2_R1_001,13.3347164592,Lab1,NEBNext,NA,2
331,iso_snp_mean,DE-PlasmaMP-NEB-3_S3_R1_001,12.11171875,Lab1,NEBNext,NA,3
332,iso_snp_mean,DE-PlasmaMP-NEB-4_S4_R1_001,11.8333333333,Lab1,NEBNext,NA,4
333,iso_snp_mean,DG-PlasmaMP-NEB-1_S18_R1_001,16.9513776337,Lab2,NEBNext,NA,1
334,iso_snp_mean,DG-PlasmaMP-NEB-2_S19_R1_001,17.2202327663,Lab2,NEBNext,NA,2
335,iso_snp_mean,DG-PlasmaMP-NEB-3_S20_R1_001,16.8847457627,Lab2,NEBNext,NA,3
336,iso_snp_mean,DG-PlasmaMP-NEB-4_S21_R1_001,16.9425385935,Lab2,NEBNext,NA,4
345,iso_snp_mean,NEB-Plasma-1_S85553_AGTCAA,13.9683597002,Lab5,NEBNext,NA,1
346,iso_snp_mean,NEB-Plasma-3_S85555_ATGTCA,12.5029880478,Lab5,NEBNext,NA,3
347,iso_snp_mean,NEB-Plasma-4_S85556_CCGTCC,13.4327894328,Lab5,NEBNext,NA,4
348,iso_snp_mean,PT_37_S5_L001_R1_001,2.33333333333,Lab4,TrueSeq,NA,1
349,iso_snp_mean,PT_38_S6_L001_R1_001,2.20131291028,Lab4,TrueSeq,NA,2
350,iso_snp_mean,PT_39_S7_L001_R1_001,2.18346774194,Lab4,TrueSeq,NA,3
351,iso_snp_mean,PT_40_S8_L001_R1_001,2.13963963964,Lab4,TrueSeq,NA,4
356,iso_snp_mean,Plas_N13_S13_L008_R1_001,3.46889952153,Lab4,NEBNext,NA,1
357,iso_snp_mean,Plas_N14_S14_L008_R1_001,3.59012345679,Lab4,NEBNext,NA,2
358,iso_snp_mean,Plas_N15_S15_L008_R1_001,3.26543209877,Lab4,NEBNext,NA,3
359,iso_snp_mean,Plas_N16_S16_L008_R1_001,3.02849002849,Lab4,NEBNext,NA,4
376,iso_snp_mean,PlasmaMP-TruSeq-1,5.58641063516,Lab2,TrueSeq,NA,1
377,iso_snp_mean,PlasmaMP-TruSeq-2,5.94444444444,Lab2,TrueSeq,NA,2
378,iso_snp_mean,PlasmaMP-TruSeq-3,6.11886792453,Lab2,TrueSeq,NA,3
379,iso_snp_mean,PlasmaMP-TruSeq-4,6.17979452055,Lab2,TrueSeq,NA,4
380,iso_snp_mean,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,5.71337579618,Lab5,TrueSeq,NA,1
381,iso_snp_mean,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,6.32558139535,Lab5,TrueSeq,NA,2
382,iso_snp_mean,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,5.91168091168,Lab5,TrueSeq,NA,3
383,iso_snp_mean,PlasmaTruSeq-4_63789_GTGAAA_S8_L006_R1_001,6.60555555556,Lab5,TrueSeq,NA,4
384,iso_snp_mean,TruSeq_Plasma_1_S123_L008_R1_001,1.24,Lab1,TrueSeq,NA,1
385,iso_snp_mean,TruSeq_Plasma_2_S124_L008_R1_001,1.3993902439,Lab1,TrueSeq,NA,2
386,iso_snp_mean,TruSeq_Plasma_3_S125_L008_R1_001,1.55737704918,Lab1,TrueSeq,NA,3
387,iso_snp_mean,TruSeq_Plasma_4_S126_L008_R1_001,1.24637681159,Lab1,TrueSeq,NA,4
431,iso_snp+central_mean,DE-PlasmaMP-NEB-1_S1_R1_001,16.2717770035,Lab1,NEBNext,NA,1
432,iso_snp+central_mean,DE-PlasmaMP-NEB-2_S2_R1_001,16.3625954198,Lab1,NEBNext,NA,2
433,iso_snp+central_mean,DE-PlasmaMP-NEB-3_S3_R1_001,14.4,Lab1,NEBNext,NA,3
434,iso_snp+central_mean,DE-PlasmaMP-NEB-4_S4_R1_001,13.9634502924,Lab1,NEBNext,NA,4
435,iso_snp+central_mean,DG-PlasmaMP-NEB-1_S18_R1_001,21.0301659125,Lab2,NEBNext,NA,1
436,iso_snp+central_mean,DG-PlasmaMP-NEB-2_S19_R1_001,21.1502423263,Lab2,NEBNext,NA,2
437,iso_snp+central_mean,DG-PlasmaMP-NEB-3_S20_R1_001,21.3996937213,Lab2,NEBNext,NA,3
438,iso_snp+central_mean,DG-PlasmaMP-NEB-4_S21_R1_001,19.5741324921,Lab2,NEBNext,NA,4
447,iso_snp+central_mean,NEB-Plasma-1_S85553_AGTCAA,17.6426229508,Lab5,NEBNext,NA,1
448,iso_snp+central_mean,NEB-Plasma-3_S85555_ATGTCA,13.2845117845,Lab5,NEBNext,NA,3
449,iso_snp+central_mean,NEB-Plasma-4_S85556_CCGTCC,15.220979021,Lab5,NEBNext,NA,4
450,iso_snp+central_mean,PT_37_S5_L001_R1_001,2.83673469388,Lab4,TrueSeq,NA,1
451,iso_snp+central_mean,PT_38_S6_L001_R1_001,2.85897435897,Lab4,TrueSeq,NA,2
452,iso_snp+central_mean,PT_39_S7_L001_R1_001,2.97891566265,Lab4,TrueSeq,NA,3
453,iso_snp+central_mean,PT_40_S8_L001_R1_001,2.83450704225,Lab4,TrueSeq,NA,4
458,iso_snp+central_mean,Plas_N13_S13_L008_R1_001,4.0037037037,Lab4,NEBNext,NA,1
459,iso_snp+central_mean,Plas_N14_S14_L008_R1_001,4.3125,Lab4,NEBNext,NA,2
460,iso_snp+central_mean,Plas_N15_S15_L008_R1_001,4.05016722408,Lab4,NEBNext,NA,3
461,iso_snp+central_mean,Plas_N16_S16_L008_R1_001,3.65727699531,Lab4,NEBNext,NA,4
478,iso_snp+central_mean,PlasmaMP-TruSeq-1,5.12405063291,Lab2,TrueSeq,NA,1
479,iso_snp+central_mean,PlasmaMP-TruSeq-2,4.76923076923,Lab2,TrueSeq,NA,2
480,iso_snp+central_mean,PlasmaMP-TruSeq-3,4.77391304348,Lab2,TrueSeq,NA,3
481,iso_snp+central_mean,PlasmaMP-TruSeq-4,4.95698924731,Lab2,TrueSeq,NA,4
482,iso_snp+central_mean,PlasmaTruSeq-1_63786_CCGTCC_S5_L006_R1_001,4.66176470588,Lab5,TrueSeq,NA,1
483,iso_snp+central_mean,PlasmaTruSeq-2_63787_GTAGAG_S6_L006_R1_001,5.03070175439,Lab5,TrueSeq,NA,2
484,iso_snp+central_mean,PlasmaTruSeq-3_63788_GTCCGC_S7_L006_R1_001,5.66197183099,Lab5,TrueSeq,NA,3
